hydropower_Ak,irrigation,environment,floodcontrol,hydropower_Kp,Name
4250.861323,0.868161369,0.602739726,0,792.1700644,Other solutions
4321.918924,0.819193132,0.602739726,0,809.3270505,Other solutions
4133.470614,0.901545473,0.597260274,0,766.8241019,Other solutions
4292.265152,0.86663551,0.594520548,0,801.5433361,Other solutions
4379.445486,0.835019795,0.591780822,0,820.8840979,Other solutions
4391.884908,0.786907701,0.591780822,0,825.0715165,Other solutions
4350.023899,0.854543552,0.589041096,0,814.7363606,Other solutions
4350.970899,0.856043781,0.58630137,0,814.1494626,Other solutions
4402.212673,0.838484322,0.58630137,0,825.6972432,Other solutions
4178.088533,0.91366795,0.580821918,0,775.4490381,Other solutions
4252.292441,0.905257422,0.57260274,0,792.3981157,Other solutions
4364.801113,0.863668511,0.57260274,0,817.070682,Other solutions
4279.493152,0.90621587,0.564383562,0,797.843509,Other solutions
4351.388073,0.903690904,0.553424658,0,812.9545566,Other solutions
1000,0,0,-1,180,Min
5100,1,1,0,1000,Max
4422.96488,0.658433256,0.591780822,0,832.0647715,Fair hydropower
4456.03951,0.666564979,0.583561644,0,838.6446653,Fair hydropower
4431.479856,0.787549979,0.580821918,0,833.5714312,Fair hydropower
4468.892864,0.81369636,0.57260274,0,840.8645858,Fair hydropower
4480.484904,0.667562364,0.57260274,0,844.1963617,Fair hydropower
4442.436722,0.860641589,0.564383562,0,834.1499427,Fair hydropower
4513.321431,0.802443537,0.564383562,0,851.3040964,Fair hydropower
4491.616059,0.86516154,0.553424658,0,844.6724839,Fair hydropower
4530.009991,0.827667872,0.550684932,0,853.6309169,Fair hydropower
4538.944172,0.715856885,0.550684932,0,856.4240411,Fair hydropower
4551.998706,0.664791553,0.550684932,0,859.6963396,Fair hydropower
4570.398171,0.643860277,0.545205479,0,863.5055757,Fair hydropower
4441.341386,0.90570093,0.542465753,0,833.0050378,Fair hydropower
4538.498984,0.866463954,0.542465753,0,854.4464522,Fair hydropower
4570.630707,0.826185383,0.542465753,0,862.9956806,Fair hydropower
4562.016125,0.851593702,0.534246575,0,859.0241511,Fair hydropower
4608.897006,0.832296056,0.531506849,0,871.7146018,Fair hydropower
4618.9741,0.854314793,0.523287671,0,872.8501234,Fair hydropower
4532.55749,0.900640944,0.520547945,0,853.4141818,Fair hydropower
4648.016155,0.835321423,0.520547945,0,879.8958574,Fair hydropower
4561.893376,0.913242889,0.512328767,0,858.4070917,Fair hydropower
4662.339547,0.856521527,0.512328767,0,882.3725409,Fair hydropower
4694.645521,0.815650328,0.512328767,0,890.8808168,Fair hydropower
4594.116148,0.902630999,0.501369863,0,866.4896483,Fair hydropower
4686.015571,0.850222024,0.501369863,0,888.0156987,Fair hydropower
4744.315576,0.821220531,0.501369863,0,901.6248074,Fair hydropower
4643.090804,0.906858446,0.493150685,0,877.8069444,Fair hydropower
4735.131437,0.864671581,0.493150685,0,898.7369916,Fair hydropower
4793.630519,0.805145103,0.490410959,0,912.4079321,Fair hydropower
4775.644977,0.599853798,0.490410959,0,912.5798433,Fair hydropower
4760.455746,0.867655178,0.482191781,0,904.6736738,Fair hydropower
4830.635305,0.813310776,0.482191781,0,921.5806607,Fair hydropower
4827.8081,0.866289399,0.473972603,0,919.3952716,Fair hydropower
4744.853055,0.912389309,0.471232877,0,898.9176922,Fair hydropower
4871.554887,0.819380338,0.471232877,0,930.5364226,Fair hydropower
4836.722178,0.912014423,0.460273973,0,920.5358398,Fair hydropower
4876.799474,0.85266235,0.460273973,0,931.6686621,Fair hydropower
4906.503913,0.839361069,0.460273973,0,939.2208518,Fair hydropower
4908.266677,0.816589126,0.460273973,0,938.4856003,Fair hydropower
4927.642379,0.837792838,0.457534247,0,943.097393,Fair hydropower
4859.811742,0.910463133,0.454794521,0,924.301265,Fair hydropower
4912.340472,0.852797988,0.452054795,0,938.6136679,Fair hydropower
4990.311243,0.837396286,0.443835616,0,956.8111185,Fair hydropower
4864.737919,0.906918002,0.44109589,0,926.8073116,Fair hydropower
4865.278871,0.904816066,0.44109589,0,926.2291794,Fair hydropower
4953.397938,0.858141547,0.44109589,0,947.2808821,Fair hydropower
5001.37171,0.855849888,0.434955125,0,958.9252204,Fair hydropower
5006.722227,0.827075754,0.434766179,0,959.8348123,Fair hydropower
5005.403058,0.79295851,0.430420406,0,962.1843005,Fair hydropower
5004.106167,0.801395541,0.43023146,0,961.5836533,Fair hydropower
4935.242215,0.904060714,0.430136986,0,943.7220256,Fair hydropower
5008.953383,0.677340633,0.423334908,0,964.6845164,Fair hydropower
4973.746651,0.908326139,0.421917808,0,951.2746177,Fair hydropower
5011.11381,0.832647957,0.421634388,0,962.1225642,Fair hydropower
5008.19678,0.812308576,0.420500709,0,962.8719927,Fair hydropower
5009.895485,0.853825351,0.420028342,0,961.5603962,Fair hydropower
5012.64731,0.823630635,0.414076523,0,962.7312465,Fair hydropower
5012.103086,0.851814328,0.413226264,0,962.441276,Fair hydropower
5013.372802,0.856944208,0.412376004,0,961.8315617,Fair hydropower
5003.729901,0.911601544,0.412187057,0,958.7946598,Fair hydropower
5013.113253,0.783651031,0.410958904,0,963.8641745,Fair hydropower
5014.087244,0.727267025,0.410297591,0,964.8464768,Fair hydropower
5011.642053,0.810915523,0.410203118,0,963.1616908,Fair hydropower
5012.750942,0.809168287,0.409636278,0,963.130369,Fair hydropower
5011.081819,0.754904344,0.408691545,0,964.025926,Fair hydropower
5007.602983,0.908157084,0.407935758,0,959.5984418,Fair hydropower
5010.015178,0.900343905,0.405668399,0,959.2413138,Fair hydropower
5014.341995,0.827623478,0.405290505,0,962.5872564,Fair hydropower
5017.520723,0.503754433,0.404912612,0,968.2189151,Fair hydropower
5013.40207,0.69268783,0.404818139,0,966.6128712,Fair hydropower
5014.731717,0.850580917,0.403873406,0,962.2372031,Fair hydropower
5014.326076,0.638276714,0.403684459,0,967.4663311,Fair hydropower
5017.061139,0.415129505,0.403589986,0,969.6839122,Fair hydropower
5005.981759,0.902469493,0.40198394,0,960.0227166,Fair hydropower
5015.003156,0.844510446,0.40085026,0,962.0954109,Fair hydropower
5014.558598,0.551294136,0.400377893,0,964.9307991,Fair hydropower
5015.278644,0.793514197,0.400188947,0,962.6700239,Fair hydropower
5020.974867,0.491249185,0.400188947,0,969.137401,Fair hydropower
5021.505359,0.38372015,0.398393954,0,972.3484358,Fair hydropower
5008.462513,0.900031426,0.397827114,0,960.6258087,Fair hydropower
5013.48397,0.512131018,0.394331601,0,969.5835472,Fair hydropower
5017.362959,0.81893013,0.393953708,0,963.5693161,Fair hydropower
5016.23092,0.871595956,0.391591875,0,961.1757457,Fair hydropower
5017.408371,0.750636516,0.391591875,0,964.9220449,Fair hydropower
5013.050002,0.902027954,0.391308455,0,959.008806,Fair hydropower
5018.63615,0.857511942,0.390836089,0,960.9777716,Fair hydropower
5011.322446,0.900697975,0.390174776,0,960.0686235,Fair hydropower
5018.026532,0.855844071,0.389135569,0,961.4889507,Fair hydropower
5019.218716,0.565841179,0.386773736,0,969.066672,Fair hydropower
5009.696786,0.728822917,0.38601795,0,965.0446643,Fair hydropower
5018.934578,0.603837626,0.385923477,0,966.9254522,Fair hydropower
5017.851781,0.858831277,0.385356637,0,961.8424354,Fair hydropower
5017.77009,0.78757345,0.384695324,0,962.5112905,Fair hydropower
5015.346668,0.689788144,0.384506377,0,965.5315267,Fair hydropower
5018.101654,0.837908322,0.383845064,0,961.5505441,Fair hydropower
5016.446324,0.638710916,0.38375059,0,968.0803085,Fair hydropower
5020.77532,0.349266371,0.382616911,0,973.6238173,Fair hydropower
5017.376249,0.411716243,0.380444025,0,972.5730392,Fair hydropower
5013.195936,0.901995433,0.380066131,0,960.1227045,Fair hydropower
5021.56071,0.558662274,0.379971658,0,969.5877477,Fair hydropower
5020.15177,0.388104462,0.375153519,0,973.427966,Fair hydropower
5018.844704,0.438741148,0.371280113,0,971.6869463,Fair hydropower
5023.409154,0.463942509,0.3706188,0,970.2771551,Fair hydropower
5023.652342,0.438849701,0.3706188,0,971.1319702,Fair hydropower
5021.082822,0.515714954,0.37033538,0,970.0556741,Fair hydropower
5020.216288,0.63149595,0.368540387,0,967.2013649,Fair hydropower
5021.619012,0.330044522,0.367123288,0,973.9782152,Fair hydropower
5021.725496,0.464150202,0.366461974,0,972.2177429,Fair hydropower
5022.128125,0.439139898,0.366273028,0,972.6769175,Fair hydropower
5018.815657,0.650885197,0.365328295,0,967.0194001,Fair hydropower
5019.316263,0.652001141,0.363438829,0,966.9235532,Fair hydropower
5023.135724,0.263389354,0.360793576,0,974.3922612,Fair hydropower
5023.124393,0.392639339,0.360699103,0,972.1683149,Fair hydropower
5013.851233,0.904733512,0.359943316,0,958.38144,Fair hydropower
5023.365123,0.403247401,0.357014643,0,972.6422238,Fair hydropower
5022.564868,0.338651367,0.340670761,0,973.6955738,Fair hydropower
2616.439597,0.90572548,0.830136986,0,470.9430212,Fair environment
2900.780514,0.852519152,0.830136986,0,530.9842295,Fair environment
3076.146095,0.879260383,0.824657534,0,563.2029619,Fair environment
3209.841851,0.804198173,0.824657534,0,593.3388573,Fair environment
2847.367134,0.901697857,0.821917808,0,516.0264769,Fair environment
2880.973696,0.907701067,0.816438356,0,522.2091085,Fair environment
3191.93006,0.851345634,0.810958904,0,586.9948607,Fair environment
3271.67891,0.821352637,0.810958904,0,603.4198985,Fair environment
3242.489102,0.852094407,0.805479452,0,597.8000601,Fair environment
3283.432462,0.668643851,0.805479452,0,611.6722569,Fair environment
3244.192935,0.871158711,0.802739726,0,596.929624,Fair environment
3296.205626,0.815395915,0.802739726,0,609.4474215,Fair environment
4737.990767,0.913884137,0.484931507,0,897.3100757,Best irrigation
5024.510378,0.252785901,0.34293812,0,974.2481647,Best hydropower
3199.000519,0.828701011,0.832876712,0,590.0218768,Best environment
